invoiceID,clientID,businessName,service,amountUSD,taxRate,discountPercent,status,dateUpdated,timeUpdated,taxAmount,discountAmount,finalTotal
e7eeab92-3509-4042-80a0-7c8bd978c183,55,"Jackson, Jensen and Hamilton",Consulting,157,8.0,10,Overdue,1981-10-30,16:48:26,12.56,15.7,153.86
7821e99a-8c5d-4ca5-84e8-5a35f1a70b4e,55,"Jackson, Jensen and Hamilton",Design,508,8.0,10,Paid,1995-04-22,08:54:22,40.64,50.8,497.84
5b711e9e-a8ea-497b-bf3e-42f70cca3c4a,56,Phillips PLC,Design,385,8.0,5,Paid,2013-11-28,17:58:04,30.8,19.25,396.55
22e43742-e00c-470a-8c20-2b2e75809cc9,56,Phillips PLC,Design,909,8.0,5,Paid,1991-01-21,16:17:18,72.72,45.45,936.27
c38bf7d1-9b0e-47a9-9f7b-71473abe4152,56,Phillips PLC,Consulting,848,8.0,0,Paid,1998-09-14,10:30:45,67.84,0.0,915.84
88e5aacc-2fb2-4a22-8f3b-23b6b65b3bc5,57,Page-Walker,Design,343,8.0,0,Paid,2018-10-03,18:33:11,27.44,0.0,370.44
a8099de6-dbd1-4b8c-85df-df801ccb2a02,58,Braun and Sons,Development,922,8.0,15,Paid,1988-11-02,17:41:05,73.76,138.3,857.46
3fe39414-4855-4fa1-b1d6-5b73963d5908,58,Braun and Sons,Development,320,8.0,0,Paid,2016-05-06,21:32:11,25.6,0.0,345.6
61685e97-83ef-4961-baf1-894c9cf13f6a,58,Braun and Sons,Consulting,668,8.0,10,Pending,1982-12-26,23:18:41,53.44,66.8,654.64
da79b3e1-a631-46f4-b094-08c75adaf7f9,58,Braun and Sons,Design,910,8.0,0,Paid,2000-02-17,03:28:09,72.8,0.0,982.8
5ab725e5-b836-4eab-a0ae-62c9e124f7d8,59,Kirk-Arroyo,Consulting,934,8.0,15,Pending,2012-03-28,17:23:18,74.72,140.1,868.62
5b7a6934-fbdf-4609-a10b-019d91e39d01,59,Kirk-Arroyo,Design,468,8.0,15,Paid,2017-10-14,01:55:07,37.44,70.2,435.24
e986e18b-5007-41f0-a446-79df8275b5fb,59,Kirk-Arroyo,Development,511,8.0,15,Paid,1979-11-15,05:13:56,40.88,76.65,475.23
34fbea45-bc17-4aa5-a9ed-1742059d5a84,59,Kirk-Arroyo,Consulting,314,8.0,5,Paid,2022-12-13,02:12:57,25.12,15.7,323.42
69525757-e956-4c81-9678-7cce26c8f9b7,60,Gonzalez Group,Design,466,8.0,10,Overdue,2007-01-08,08:09:20,37.28,46.6,456.68
9c3213f8-7ce0-4181-958f-906880af41fa,60,Gonzalez Group,Consulting,899,8.0,0,Overdue,1984-08-30,12:40:35,71.92,0.0,970.92
d5c575c0-54ad-4a11-b65f-1ee2930a23dc,60,Gonzalez Group,Consulting,527,8.0,15,Paid,1994-07-25,07:35:39,42.16,79.05,490.11
dd754060-946b-492a-a694-eb38d789e267,60,Gonzalez Group,Consulting,473,8.0,5,Overdue,1985-09-04,12:10:49,37.84,23.65,487.19
5c36c020-e691-42bf-a24e-3de24508a522,60,Gonzalez Group,Development,253,8.0,15,Paid,1996-01-01,18:32:55,20.24,37.95,235.29
32953d57-7e2b-4562-b9d3-738d13b19f9c,61,Singh and Sons,Design,776,8.0,10,Overdue,1976-08-08,11:58:43,62.08,77.6,760.48
4171929a-2f8a-4387-b49e-783ca647653d,61,Singh and Sons,Design,870,8.0,15,Paid,1998-01-19,20:32:44,69.6,130.5,809.1
7391a214-14e9-4119-8a27-180918ae0bf1,62,Peters and Sons,Design,517,8.0,10,Pending,2005-07-12,07:33:48,41.36,51.7,506.66
39e285d8-8cba-4449-b39d-ca6bb6244701,63,"Sanchez, Baxter and Rodriguez",Development,886,8.0,5,Overdue,1971-09-22,16:38:51,70.88,44.3,912.58
18e7d192-310f-416f-b519-efa6b686070c,63,"Sanchez, Baxter and Rodriguez",Design,808,8.0,15,Pending,2017-01-08,09:00:23,64.64,121.2,751.44
1d7e9bdc-2989-4b1c-ad8e-1b63eb7a91ee,63,"Sanchez, Baxter and Rodriguez",Consulting,272,8.0,10,Overdue,1979-12-11,09:21:08,21.76,27.2,266.56
dcb0c9ed-5d66-466d-8ce2-a8e5c4021a07,64,Campos-George,Consulting,939,8.0,10,Overdue,2020-10-17,12:43:17,75.12,93.9,920.22
1fb2ff57-e6a8-4619-be3e-010e0406f498,64,Campos-George,Development,347,8.0,0,Overdue,2012-12-06,14:29:42,27.76,0.0,374.76
a3876565-33f6-41ea-a41c-bdca43fd71a2,64,Campos-George,Development,758,8.0,15,Paid,1984-11-30,09:57:36,60.64,113.7,704.94
775f08dc-fa74-486f-b906-2a5704a46c1c,65,Phillips Group,Consulting,838,8.0,15,Paid,2011-04-14,20:08:36,67.04,125.7,779.34
b3a55bd5-c8e0-4672-846f-8aa1ef78159b,65,Phillips Group,Consulting,780,8.0,0,Pending,2008-06-28,03:32:52,62.4,0.0,842.4
2f7a41d1-6222-45ba-81d7-853564eba770,65,Phillips Group,Design,343,8.0,10,Paid,2015-11-08,12:42:31,27.44,34.3,336.14
717c4728-e69c-4d72-8bbe-49f8adb569b1,65,Phillips Group,Consulting,273,8.0,10,Pending,2006-02-20,16:08:04,21.84,27.3,267.54
ed99e8d3-cfc0-4f3f-9f3c-861c861f4a4a,65,Phillips Group,Consulting,352,8.0,0,Pending,2002-04-16,11:15:26,28.16,0.0,380.16
0a49ecd8-6ee6-4e52-a44f-930ce683416f,66,"Elliott, Lowe and Brooks",Design,464,8.0,5,Overdue,1975-09-19,13:25:18,37.12,23.2,477.92
5ba7665c-7872-4124-ac2a-b15368f89bf9,66,"Elliott, Lowe and Brooks",Development,721,8.0,0,Paid,2018-06-24,17:12:50,57.68,0.0,778.68
512e950e-ea6d-425a-a74d-69b45222a005,66,"Elliott, Lowe and Brooks",Design,766,8.0,0,Paid,1978-02-15,15:53:44,61.28,0.0,827.28
6bcab37a-8eb1-4928-9b5c-04d69f51405b,67,"Smith, Dunn and Harris",Design,406,8.0,0,Paid,2023-10-22,05:12:51,32.48,0.0,438.48
17b5d2f5-7e60-4e61-a759-f670511a7c3d,67,"Smith, Dunn and Harris",Design,139,8.0,10,Paid,2001-08-28,08:24:00,11.12,13.9,136.22
91e949ab-3e3c-4f65-a0c5-cc23ca9c93e5,68,Mills-Mccoy,Development,978,7.5,10,Overdue,2024-10-11,21:20:38,73.35,97.8,953.55
2d62955c-c738-4495-b918-24e0a40f2538,68,Mills-Mccoy,Development,266,7.5,0,Overdue,1972-03-30,09:41:21,19.95,0.0,285.95
34111dc2-b642-442b-96cf-51390670e639,68,Mills-Mccoy,Consulting,725,7.5,5,Overdue,1983-01-12,00:25:19,54.38,36.25,743.13
7ef8aa89-0f82-4d61-968e-5dfdef8e567a,69,"Campbell, Nolan and Mcintyre",Consulting,890,8.0,0,Overdue,2013-03-29,19:43:17,71.2,0.0,961.2
381c56d9-28b5-4e2a-bb4f-0d0166babe1e,69,"Campbell, Nolan and Mcintyre",Development,881,8.0,0,Overdue,1978-10-23,01:11:42,70.48,0.0,951.48
401f0abc-b48d-4aa3-b046-22b281f0074d,69,"Campbell, Nolan and Mcintyre",Consulting,846,8.0,10,Overdue,1997-11-21,18:50:20,67.68,84.6,829.08
562cea39-0f20-4552-8d41-e8c2251f7267,69,"Campbell, Nolan and Mcintyre",Development,211,8.0,5,Overdue,2003-01-19,13:20:34,16.88,10.55,217.33
b2d2e485-068d-4203-bb6c-9d099462caa1,70,Smith-Barber,Development,572,8.0,0,Paid,1996-06-25,21:23:46,45.76,0.0,617.76
dc5da6bd-ce99-4852-929a-ad2ae07f4044,70,Smith-Barber,Consulting,401,8.0,5,Paid,1994-10-02,08:36:49,32.08,20.05,413.03
e761e800-e338-4dc2-a65a-2aa3e014e3a0,71,Delgado-Johnson,Development,495,6.0,0,Overdue,2018-10-06,21:27:41,29.7,0.0,524.7
87325665-d2fd-4ffe-8465-86f44dda7121,71,Delgado-Johnson,Development,354,6.0,10,Overdue,2022-02-24,04:45:27,21.24,35.4,339.84
c34d1b09-792d-4ea8-846d-09d72d954e52,71,Delgado-Johnson,Consulting,686,6.0,10,Paid,2017-12-28,10:23:58,41.16,68.6,658.56
c5dfca98-7959-4a5c-b3d8-b11a85a069fd,72,"Davis, Cummings and Davis",Development,784,8.0,10,Overdue,1993-01-27,04:22:12,62.72,78.4,768.32
dbb67d7a-7562-43ec-ac34-cb7d7299a72a,72,"Davis, Cummings and Davis",Development,532,8.0,5,Overdue,1989-01-07,01:04:22,42.56,26.6,547.96
62bdc676-91ff-4ba6-9f44-a5483f225340,72,"Davis, Cummings and Davis",Consulting,257,8.0,10,Overdue,1985-02-19,22:14:35,20.56,25.7,251.86
a1c649da-ac19-4b74-8527-d56a6b3ba848,73,Kelley-Coleman,Design,715,8.0,10,Overdue,2002-02-16,23:59:27,57.2,71.5,700.7
e7acb42b-c5fd-4fa3-bdd7-6517caacefc9,73,Kelley-Coleman,Consulting,394,8.0,5,Overdue,2012-07-15,00:49:53,31.52,19.7,405.82
b17fef8a-24bd-4ff5-8afc-d8bf9eb4761f,73,Kelley-Coleman,Design,578,8.0,15,Overdue,1985-06-25,10:02:57,46.24,86.7,537.54
28a7930d-d5ba-46ea-97f4-f90018921950,73,Kelley-Coleman,Design,718,8.0,10,Overdue,2000-02-29,01:53:52,57.44,71.8,703.64
a17061a2-ca90-469d-8dd9-e9c50b7a16ef,73,Kelley-Coleman,Development,657,8.0,15,Overdue,1985-09-20,15:21:53,52.56,98.55,611.01
bc95c2f3-8d4d-44c5-b3b3-ad4d39b30d4c,74,"Trujillo, Williams and Garcia",Consulting,938,8.0,5,Paid,1972-07-04,13:53:14,75.04,46.9,966.14
ca561229-7e3d-4aad-9cba-7db84e2762a7,75,"Rush, Orr and Jordan",Design,107,8.0,0,Pending,1991-12-17,01:56:54,8.56,0.0,115.56
fe46645b-9a75-440f-8705-62194bb6c799,75,"Rush, Orr and Jordan",Consulting,290,8.0,0,Overdue,2012-07-06,13:31:28,23.2,0.0,313.2
678eecd0-a062-42d4-a4f2-6ae66bd21b26,75,"Rush, Orr and Jordan",Design,110,8.0,15,Pending,2001-10-07,14:17:19,8.8,16.5,102.3
ba60b80e-d20b-4872-b000-c9755b3dac26,75,"Rush, Orr and Jordan",Consulting,432,8.0,15,Paid,2021-10-19,14:23:18,34.56,64.8,401.76
d52c5dc7-db7e-4105-8282-2f40f300f8c8,76,Hernandez-Charles,Development,875,8.0,0,Pending,2014-05-28,15:27:50,70.0,0.0,945.0
d4feba47-3b8e-4834-a234-4edab33557a0,76,Hernandez-Charles,Development,108,8.0,5,Paid,1984-10-01,16:59:56,8.64,5.4,111.24
3a165a47-a4bb-41fa-8ad3-f91efe165b7f,76,Hernandez-Charles,Development,160,8.0,15,Pending,2011-01-06,20:25:30,12.8,24.0,148.8
ebb6ad96-b123-4ca8-bf0e-efab8b446725,76,Hernandez-Charles,Development,122,8.0,5,Paid,2015-06-08,07:15:33,9.76,6.1,125.66
6453eb25-f147-41cc-b71a-7dd16a53aa6e,76,Hernandez-Charles,Development,111,8.0,0,Pending,2014-08-10,03:13:11,8.88,0.0,119.88
2fbc9dd7-6633-4aa1-b1b6-f6e02e3c1b97,77,Smith-Martinez,Development,855,8.0,0,Pending,2001-05-07,09:42:08,68.4,0.0,923.4
1e3025dd-adeb-4d70-9f39-497c0c650d5c,77,Smith-Martinez,Consulting,852,8.0,10,Paid,2008-04-04,01:54:34,68.16,85.2,834.96
9910c59b-f48d-40de-80b4-dfe2b6bfa6e1,77,Smith-Martinez,Development,954,8.0,15,Pending,2011-04-16,01:39:53,76.32,143.1,887.22
ded2fc14-4061-4c67-93d2-d20ffd304544,78,Walton Inc,Design,577,8.0,15,Pending,1983-01-26,05:22:06,46.16,86.55,536.61
5b27ad74-3241-4d2e-bd46-02276e9767b7,78,Walton Inc,Development,436,8.0,5,Overdue,1999-03-10,02:52:10,34.88,21.8,449.08
61a165a1-6c7a-4234-bd24-09a835730be4,79,Johnston Inc,Design,401,7.5,15,Overdue,1998-09-16,08:28:02,30.08,60.15,370.93
5e85ae02-a33f-433a-a212-d16cc7e7ca1f,79,Johnston Inc,Development,577,7.5,0,Pending,2005-08-25,10:44:32,43.28,0.0,620.28
6f868580-8560-401b-8c4a-b7f36089d011,79,Johnston Inc,Consulting,401,7.5,5,Pending,2024-04-09,00:49:51,30.08,20.05,411.03
472ebc6c-d10a-46db-b55f-609c6a6bcd53,79,Johnston Inc,Development,721,7.5,10,Paid,1996-01-10,08:10:41,54.08,72.1,702.98
34b58faa-9db6-4536-b4f4-4160c1cfe1de,80,Williams LLC,Design,657,8.0,10,Pending,2021-08-03,14:07:42,52.56,65.7,643.86
168f564a-3ac4-46be-ada5-33ef7447edf5,81,Curry LLC,Consulting,408,8.0,10,Overdue,1994-01-18,02:07:59,32.64,40.8,399.84
a58a02a7-4f7a-47ca-9496-c87ef545f6a8,81,Curry LLC,Development,792,8.0,10,Pending,1970-11-22,12:51:54,63.36,79.2,776.16
bdb87118-2bab-4b4d-9827-96cbe55f2e3e,81,Curry LLC,Design,632,8.0,5,Overdue,1972-04-04,14:33:11,50.56,31.6,650.96
bc4cbcc0-9020-485a-931e-be97b7b6fbfe,81,Curry LLC,Design,941,8.0,0,Paid,1979-07-02,14:10:25,75.28,0.0,1016.28
c06814c1-c215-40f7-a12c-4037990f5eac,82,"Jones, Collins and Lamb",Development,226,8.0,0,Pending,2011-12-20,21:16:23,18.08,0.0,244.08
57541450-02d3-45e5-8bde-2b1adafa611a,82,"Jones, Collins and Lamb",Design,705,8.0,0,Pending,2008-03-14,18:53:45,56.4,0.0,761.4
898122ac-66e7-4257-98ff-5a8a197f2585,82,"Jones, Collins and Lamb",Consulting,702,8.0,5,Paid,2002-08-26,13:58:40,56.16,35.1,723.06
7690028d-0159-420c-ae2a-91757ec23c73,82,"Jones, Collins and Lamb",Development,143,8.0,0,Overdue,2001-08-15,23:05:32,11.44,0.0,154.44
5f072dfe-f5dc-4193-bf66-2c5ef9f1e181,82,"Jones, Collins and Lamb",Design,476,8.0,0,Paid,2013-06-01,06:32:30,38.08,0.0,514.08
ede6aaaf-73fe-4c70-ab7b-5cebed0e420d,83,Reese Inc,Development,123,6.0,15,Overdue,2019-02-21,14:20:21,7.38,18.45,111.93
ddb34afa-3080-4b71-802b-6e8c0673b49c,83,Reese Inc,Development,472,6.0,15,Overdue,2022-05-08,05:34:54,28.32,70.8,429.52
f733f78e-f443-4a91-9769-03cad8fec16d,83,Reese Inc,Design,689,6.0,0,Pending,1979-07-03,16:23:28,41.34,0.0,730.34
a73f6841-5cc2-43a2-85e4-122a1c5b7983,83,Reese Inc,Design,830,6.0,5,Overdue,1992-01-30,21:51:54,49.8,41.5,838.3
ecb839f4-85ec-4998-bab9-17fdc0cdc747,84,Tran Inc,Development,785,8.0,15,Paid,1980-04-20,01:04:25,62.8,117.75,730.05
4937daa4-8efe-41ba-9c62-b76c04cae797,85,Kennedy and Sons,Design,504,8.0,5,Overdue,1980-01-28,11:34:53,40.32,25.2,519.12
6e079374-20fe-4e04-9280-6cd371edd893,85,Kennedy and Sons,Design,766,8.0,5,Paid,1971-12-11,02:03:17,61.28,38.3,788.98
e8864462-cea9-44c5-824c-1ccf762c199a,85,Kennedy and Sons,Consulting,562,8.0,15,Overdue,2001-04-26,04:29:27,44.96,84.3,522.66
3552a33c-942a-471a-b5dd-b34b2a44b780,86,"Hernandez, Wong and Ayala",Development,327,8.0,0,Pending,1989-03-25,02:03:56,26.16,0.0,353.16
106d9a01-88c2-4f7c-b9c9-20bc03ec8ca2,86,"Hernandez, Wong and Ayala",Development,586,8.0,0,Pending,2017-02-10,14:56:34,46.88,0.0,632.88
e9276d0d-4a80-416e-841c-733d546207f2,86,"Hernandez, Wong and Ayala",Development,976,8.0,15,Overdue,2017-04-29,12:52:14,78.08,146.4,907.68
36f0ec49-5ab1-409d-85f6-7e86f7d34266,86,"Hernandez, Wong and Ayala",Development,666,8.0,15,Pending,1997-08-20,00:48:36,53.28,99.9,619.38
ef39a2c6-335d-42aa-aca5-07a4784af6ff,87,Miller Group,Consulting,743,8.0,0,Pending,1997-03-25,08:44:35,59.44,0.0,802.44
c8468787-9568-4b1b-ad3f-92729e41390b,87,Miller Group,Development,434,8.0,5,Pending,1988-12-02,01:22:30,34.72,21.7,447.02
c367268c-8124-4b9d-9be6-5164598725a0,87,Miller Group,Development,596,8.0,10,Paid,1983-05-01,17:38:07,47.68,59.6,584.08
2a992065-16a1-4327-972a-a1c8b859ad2a,88,"Williams, Adams and Garcia",Consulting,675,8.875,0,Overdue,2022-09-25,21:33:43,59.91,0.0,734.91
86c14b02-4dcf-4b5f-a585-69a6540a24ae,89,Smith Ltd,Development,645,8.0,15,Pending,1978-10-20,04:14:12,51.6,96.75,599.85
4fd8c9d8-3867-425c-8bf7-9543148fed7f,89,Smith Ltd,Design,181,8.0,15,Paid,2014-02-26,23:24:34,14.48,27.15,168.33
653e2429-8ba0-41e8-b081-834305af0892,89,Smith Ltd,Development,149,8.0,0,Pending,2019-03-10,00:34:22,11.92,0.0,160.92
cdde2875-f167-47a7-8446-16f1973d8055,89,Smith Ltd,Design,359,8.0,10,Paid,1990-08-04,03:09:02,28.72,35.9,351.82
8641bced-a313-40d4-af4e-c0f1620cd125,90,Willis Inc,Design,695,8.0,15,Paid,1976-05-31,20:36:36,55.6,104.25,646.35
a7c0c4c2-016c-44fd-9737-7895685c531a,90,Willis Inc,Consulting,715,8.0,0,Pending,2021-07-19,06:56:44,57.2,0.0,772.2
7fd5bcec-21cc-427e-a7c5-a9e52d04847c,91,Williams-Kelly,Design,490,8.0,10,Paid,1989-07-22,08:01:56,39.2,49.0,480.2
cdbc7745-cfcd-4442-96a5-d55ba8fa8e94,92,Hernandez-Perkins,Design,280,8.0,15,Overdue,2019-10-08,10:48:21,22.4,42.0,260.4
4b651a45-0764-456b-8b20-87f6675f56d4,92,Hernandez-Perkins,Consulting,993,8.0,0,Overdue,1997-03-19,09:04:21,79.44,0.0,1072.44
7c8d9895-d47e-4c02-a007-af514ca907c4,93,Phillips-Anderson,Development,162,8.0,10,Pending,1995-12-04,13:39:06,12.96,16.2,158.76
7857b288-080a-4ba0-92c8-eb04750860db,93,Phillips-Anderson,Design,668,8.0,10,Paid,2024-12-05,00:56:37,53.44,66.8,654.64
9c42096c-7bc6-4728-972f-8968445debe0,93,Phillips-Anderson,Design,936,8.0,10,Pending,1986-11-13,12:18:51,74.88,93.6,917.28
92be5211-bec2-4d9a-bc9c-e2d0975df84a,94,Martinez Group,Consulting,577,8.0,0,Pending,2024-01-29,23:19:49,46.16,0.0,623.16
07210b99-f3c3-4041-9236-b2b5187145f9,94,Martinez Group,Consulting,633,8.0,10,Paid,1973-08-25,20:58:07,50.64,63.3,620.34
dc438c56-4067-4fee-92ac-141ed5b65407,94,Martinez Group,Consulting,313,8.0,10,Paid,2011-01-12,22:40:50,25.04,31.3,306.74
42b4a104-ab9c-4ad2-8f86-0b96a8868b43,94,Martinez Group,Development,374,8.0,5,Paid,2022-02-08,01:52:06,29.92,18.7,385.22
285d8e73-e1f1-4719-a658-80224d57cd92,94,Martinez Group,Development,188,8.0,10,Overdue,2007-03-20,04:39:24,15.04,18.8,184.24
0bf11b4f-0656-4c70-88e2-278c30125a16,95,Harding-Williams,Development,373,8.0,10,Paid,2017-07-31,13:06:51,29.84,37.3,365.54
ad36fad3-ae00-444c-b4c3-b04661ca7509,96,Rodriguez-Brown,Design,741,8.0,5,Overdue,1981-03-11,16:27:40,59.28,37.05,763.23
e00486eb-d5a7-46ad-8333-cce7409cab6c,97,"Stein, Serrano and Williams",Design,732,8.0,15,Paid,1990-02-03,07:50:52,58.56,109.8,680.76
1fb0c191-bace-49d5-aebb-a5780a0cf9eb,97,"Stein, Serrano and Williams",Development,385,8.0,5,Overdue,1971-10-15,20:40:41,30.8,19.25,396.55
8447d30b-63b9-4b6c-b2c2-552af3581315,97,"Stein, Serrano and Williams",Design,135,8.0,5,Paid,2009-05-10,13:30:20,10.8,6.75,139.05
a4803a25-0717-439f-8d10-a9e201eb064d,98,Perez-Carroll,Design,177,8.875,15,Paid,1973-06-11,13:06:34,15.71,26.55,166.16
1a7a9a14-a5d0-4a41-9ed5-e8ef839508e4,98,Perez-Carroll,Development,450,8.875,5,Paid,1996-11-25,17:17:31,39.94,22.5,467.44
24c12cba-f413-40fc-9ee0-4cb86102e3d1,98,Perez-Carroll,Development,983,8.875,10,Pending,2013-08-15,00:39:40,87.24,98.3,971.94
28755005-bfc0-4a3f-bb3d-6b7c29996f97,99,George Group,Design,907,8.0,5,Pending,1976-01-24,03:44:24,72.56,45.35,934.21
a4355c86-8874-4bff-a814-a8ddd256588c,99,George Group,Design,231,8.0,15,Pending,2021-09-22,21:10:10,18.48,34.65,214.83
c23f6def-0bb1-42d8-ba74-c09cd8f5d282,99,George Group,Consulting,114,8.0,5,Paid,1975-12-20,16:18:15,9.12,5.7,117.42
209347af-be95-4675-80fc-322a8b78ff5e,99,George Group,Consulting,403,8.0,5,Overdue,1975-11-08,09:58:07,32.24,20.15,415.09
1212a26e-9f07-4426-a419-4209aec0cf69,100,Scott-Andrews,Consulting,583,8.0,0,Paid,1990-08-27,20:23:01,46.64,0.0,629.64
